;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 19/09/2020 06:13:14 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x018D	0x3000      	MOVLW      0
0x018E	0x00CF      	MOVWF      _desp+1
;ProyectoIntegrador.c,114 :: 		}
L_procesarValor5:
;ProyectoIntegrador.c,115 :: 		decena++;
0x018F	0x0AD4      	INCF       _decena, 1
0x0190	0x1903      	BTFSC      STATUS, 2
0x0191	0x0AD5      	INCF       _decena+1, 1
;ProyectoIntegrador.c,116 :: 		}
L_procesarValor4:
;ProyectoIntegrador.c,117 :: 		if(espacio == 47){//si se trata de decrementar al valor de 0, este se irá a su límite superior
0x0192	0x3000      	MOVLW      0
0x0193	0x0653      	XORWF      _espacio+1, 0
0x0194	0x1D03      	BTFSS      STATUS, 2
0x0195	0x2998      	GOTO       L__procesarValor115
0x0196	0x302F      	MOVLW      47
0x0197	0x0652      	XORWF      _espacio, 0
L__procesarValor115:
0x0198	0x1D03      	BTFSS      STATUS, 2
0x0199	0x29B4      	GOTO       L_procesarValor6
;ProyectoIntegrador.c,118 :: 		valor = 9;
0x019A	0x3009      	MOVLW      9
0x019B	0x00D0      	MOVWF      _valor
0x019C	0x3000      	MOVLW      0
0x019D	0x00D1      	MOVWF      _valor+1
;ProyectoIntegrador.c,119 :: 		if(desp == 1){//cuando desplazamiento esté activado, significa que hay decenas cargadas, por lo tanto
0x019E	0x3000      	MOVLW      0
0x019F	0x064F      	XORWF      _desp+1, 0
0x01A0	0x1D03      	BTFSS      STATUS, 2
0x01A1	0x29A4      	GOTO       L__procesarValor116
0x01A2	0x3001      	MOVLW      1
0x01A3	0x064E      	XORWF      _desp, 0
L__procesarValor116:
0x01A4	0x1D03      	BTFSS      STATUS, 2
0x01A5	0x29B4      	GOTO       L_procesarValor7
;ProyectoIntegrador.c,121 :: 		decena--;
0x01A6	0x3001      	MOVLW      1
0x01A7	0x02D4      	SUBWF      _decena, 1
0x01A8	0x1C03      	BTFSS      STATUS, 0
0x01A9	0x03D5      	DECF       _decena+1, 1
;ProyectoIntegrador.c,122 :: 		if(decena == 0){//si la decena llega a 0, 'desp'lazamient se vuelve 0, para que adquiera el valor de -16
0x01AA	0x3000      	MOVLW      0
0x01AB	0x0655      	XORWF      _decena+1, 0
0x01AC	0x1D03      	BTFSS      STATUS, 2
0x01AD	0x29B0      	GOTO       L__procesarValor117
0x01AE	0x3000      	MOVLW      0
0x01AF	0x0654      	XORWF      _decena, 0
L__procesarValor117:
0x01B0	0x1D03      	BTFSS      STATUS, 2
0x01B1	0x29B4      	GOTO       L_procesarValor8
;ProyectoIntegrador.c,124 :: 		desp = 0;
0x01B2	0x01CE      	CLRF       _desp
0x01B3	0x01CF      	CLRF       _desp+1
;ProyectoIntegrador.c,125 :: 		}
L_procesarValor8:
;ProyectoIntegrador.c,126 :: 		}
L_procesarValor7:
;ProyectoIntegrador.c,127 :: 		}
L_procesarValor6:
;ProyectoIntegrador.c,128 :: 		if(desp!=1){//si no se ha hecho un 'desp'lazamiento o más bien ocupado el espacio libre a la izquierda
0x01B4	0x3000      	MOVLW      0
0x01B5	0x064F      	XORWF      _desp+1, 0
0x01B6	0x1D03      	BTFSS      STATUS, 2
0x01B7	0x29BA      	GOTO       L__procesarValor118
0x01B8	0x3001      	MOVLW      1
0x01B9	0x064E      	XORWF      _desp, 0
L__procesarValor118:
0x01BA	0x1903      	BTFSC      STATUS, 2
0x01BB	0x29C0      	GOTO       L_procesarValor9
;ProyectoIntegrador.c,130 :: 		decena = -16;
0x01BC	0x30F0      	MOVLW      240
0x01BD	0x00D4      	MOVWF      _decena
0x01BE	0x30FF      	MOVLW      255
0x01BF	0x00D5      	MOVWF      _decena+1
;ProyectoIntegrador.c,131 :: 		}
L_procesarValor9:
;ProyectoIntegrador.c,133 :: 		switch(opc){
0x01C0	0x2A5D      	GOTO       L_procesarValor10
;ProyectoIntegrador.c,134 :: 		case 1://horas
L_procesarValor12:
;ProyectoIntegrador.c,135 :: 		Lcd_Chr(1,13,decena+48);
0x01C1	0x3001      	MOVLW      1
0x01C2	0x1703      	BSF        STATUS, 6
0x01C3	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x01C4	0x300D      	MOVLW      13
0x01C5	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x01C6	0x3030      	MOVLW      48
0x01C7	0x1303      	BCF        STATUS, 6
0x01C8	0x0754      	ADDWF      _decena, 0
0x01C9	0x1703      	BSF        STATUS, 6
0x01CA	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x01CB	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,136 :: 		Lcd_Chr(1,14,48+valor);
0x01CC	0x3001      	MOVLW      1
0x01CD	0x1283      	BCF        STATUS, 5
0x01CE	0x1703      	BSF        STATUS, 6
0x01CF	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x01D0	0x300E      	MOVLW      14
0x01D1	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x01D2	0x1303      	BCF        STATUS, 6
0x01D3	0x0850      	MOVF       _valor, 0
0x01D4	0x3E30      	ADDLW      48
0x01D5	0x1703      	BSF        STATUS, 6
0x01D6	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x01D7	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,137 :: 		if(decena == -16){
0x01D8	0x30FF      	MOVLW      255
0x01D9	0x1283      	BCF        STATUS, 5
0x01DA	0x0655      	XORWF      _decena+1, 0
0x01DB	0x1D03      	BTFSS      STATUS, 2
0x01DC	0x29DF      	GOTO       L__procesarValor119
0x01DD	0x30F0      	MOVLW      240
0x01DE	0x0654      	XORWF      _decena, 0
L__procesarValor119:
0x01DF	0x1D03      	BTFSS      STATUS, 2
0x01E0	0x29E3      	GOTO       L_procesarValor13
;ProyectoIntegrador.c,138 :: 		decena = 0;
0x01E1	0x01D4      	CLRF       _decena
0x01E2	0x01D5      	CLRF       _decena+1
;ProyectoIntegrador.c,139 :: 		}
L_procesarValor13:
;ProyectoIntegrador.c,140 :: 		horas = decena*10+valor;
0x01E3	0x0854      	MOVF       _decena, 0
0x01E4	0x00F0      	MOVWF      R0
0x01E5	0x0855      	MOVF       _decena+1, 0
0x01E6	0x00F1      	MOVWF      R0+1
0x01E7	0x300A      	MOVLW      10
0x01E8	0x00F4      	MOVWF      R4
0x01E9	0x3000      	MOVLW      0
0x01EA	0x00F5      	MOVWF      R4+1
0x01EB	0x20FA      	CALL       _Mul_16X16_U
0x01EC	0x0850      	MOVF       _valor, 0
0x01ED	0x0770      	ADDWF      R0, 0
0x01EE	0x00DA      	MOVWF      _horas
0x01EF	0x0871      	MOVF       R0+1, 0
0x01F0	0x1803      	BTFSC      STATUS, 0
0x01F1	0x3E01      	ADDLW      1
0x01F2	0x0751      	ADDWF      _valor+1, 0
0x01F3	0x00DB      	MOVWF      _horas+1
;ProyectoIntegrador.c,141 :: 		break;
0x01F4	0x2A76      	GOTO       L_procesarValor11
;ProyectoIntegrador.c,142 :: 		case 2://minutos
L_procesarValor14:
;ProyectoIntegrador.c,143 :: 		Lcd_Chr(2,5,decena+48);
0x01F5	0x3002      	MOVLW      2
0x01F6	0x1703      	BSF        STATUS, 6
0x01F7	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x01F8	0x3005      	MOVLW      5
0x01F9	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x01FA	0x3030      	MOVLW      48
0x01FB	0x1303      	BCF        STATUS, 6
0x01FC	0x0754      	ADDWF      _decena, 0
0x01FD	0x1703      	BSF        STATUS, 6
0x01FE	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x01FF	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,144 :: 		Lcd_Chr(2,6,48+valor);
0x0200	0x3002      	MOVLW      2
0x0201	0x1283      	BCF        STATUS, 5
0x0202	0x1703      	BSF        STATUS, 6
0x0203	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x0204	0x3006      	MOVLW      6
0x0205	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x0206	0x1303      	BCF        STATUS, 6
0x0207	0x0850      	MOVF       _valor, 0
0x0208	0x3E30      	ADDLW      48
0x0209	0x1703      	BSF        STATUS, 6
0x020A	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x020B	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,145 :: 		if(decena == -16){
0x020C	0x30FF      	MOVLW      255
0x020D	0x1283      	BCF        STATUS, 5
0x020E	0x0655      	XORWF      _decena+1, 0
0x020F	0x1D03      	BTFSS      STATUS, 2
0x0210	0x2A13      	GOTO       L__procesarValor120
0x0211	0x30F0      	MOVLW      240
0x0212	0x0654      	XORWF      _decena, 0
L__procesarValor120:
0x0213	0x1D03      	BTFSS      STATUS, 2
0x0214	0x2A17      	GOTO       L_procesarValor15
;ProyectoIntegrador.c,146 :: 		decena = 0;
0x0215	0x01D4      	CLRF       _decena
0x0216	0x01D5      	CLRF       _decena+1
;ProyectoIntegrador.c,147 :: 		}
L_procesarValor15:
;ProyectoIntegrador.c,148 :: 		minutos = decena*10+valor;
0x0217	0x0854      	MOVF       _decena, 0
0x0218	0x00F0      	MOVWF      R0
0x0219	0x0855      	MOVF       _decena+1, 0
0x021A	0x00F1      	MOVWF      R0+1
0x021B	0x300A      	MOVLW      10
0x021C	0x00F4      	MOVWF      R4
0x021D	0x3000      	MOVLW      0
0x021E	0x00F5      	MOVWF      R4+1
0x021F	0x20FA      	CALL       _Mul_16X16_U
0x0220	0x0850      	MOVF       _valor, 0
0x0221	0x0770      	ADDWF      R0, 0
0x0222	0x00D8      	MOVWF      _minutos
0x0223	0x0871      	MOVF       R0+1, 0
0x0224	0x1803      	BTFSC      STATUS, 0
0x0225	0x3E01      	ADDLW      1
0x0226	0x0751      	ADDWF      _valor+1, 0
0x0227	0x00D9      	MOVWF      _minutos+1
;ProyectoIntegrador.c,149 :: 		break;
0x0228	0x2A76      	GOTO       L_procesarValor11
;ProyectoIntegrador.c,150 :: 		case 3://horas
L_procesarValor16:
;ProyectoIntegrador.c,151 :: 		Lcd_Chr(2,13,decena+48);
0x0229	0x3002      	MOVLW      2
0x022A	0x1703      	BSF        STATUS, 6
0x022B	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x022C	0x300D      	MOVLW      13
0x022D	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x022E	0x3030      	MOVLW      48
0x022F	0x1303      	BCF        STATUS, 6
0x0230	0x0754      	ADDWF      _decena, 0
0x0231	0x1703      	BSF        STATUS, 6
0x0232	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x0233	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,152 :: 		Lcd_Chr(2,14,48+valor);
0x0234	0x3002      	MOVLW      2
0x0235	0x1283      	BCF        STATUS, 5
0x0236	0x1703      	BSF        STATUS, 6
0x0237	0x00A8      	MOVWF      FARG_Lcd_Chr_row
0x0238	0x300E      	MOVLW      14
0x0239	0x00A9      	MOVWF      FARG_Lcd_Chr_column
0x023A	0x1303      	BCF        STATUS, 6
0x023B	0x0850      	MOVF       _valor, 0
0x023C	0x3E30      	ADDLW      48
0x023D	0x1703      	BSF        STATUS, 6
0x023E	0x00AA      	MOVWF      FARG_Lcd_Chr_out_char
0x023F	0x2125      	CALL       _Lcd_Chr
;ProyectoIntegrador.c,153 :: 		if(decena == -16){
0x0240	0x30FF      	MOVLW      255
0x0241	0x1283      	BCF        STATUS, 5
0x0242	0x0655      	XORWF      _decena+1, 0
0x0243	0x1D03      	BTFSS      STATUS, 2
0x0244	0x2A47      	GOTO       L__procesarValor121
0x0245	0x30F0      	MOVLW      240
0x0246	0x0654      	XORWF      _decena, 0
L__procesarValor121:
0x0247	0x1D03      	BTFSS      STATUS, 2
0x0248	0x2A4B      	GOTO       L_procesarValor17
;ProyectoIntegrador.c,154 :: 		decena = 0;
0x0249	0x01D4      	CLRF       _decena
0x024A	0x01D5      	CLRF       _decena+1
;ProyectoIntegrador.c,155 :: 		}
L_procesarValor17:
;ProyectoIntegrador.c,156 :: 		segundos = decena*10+valor;
0x024B	0x0854      	MOVF       _decena, 0
0x024C	0x00F0      	MOVWF      R0
0x024D	0x0855      	MOVF       _decena+1, 0
0x024E	0x00F1      	MOVWF      R0+1
0x024F	0x300A      	MOVLW      10
0x0250	0x00F4      	MOVWF      R4
0x0251	0x3000      	MOVLW      0
0x0252	0x00F5      	MOVWF      R4+1
0x0253	0x20FA      	CALL       _Mul_16X16_U
0x0254	0x0850      	MOVF       _valor, 0
0x0255	0x0770      	ADDWF      R0, 0
0x0256	0x00D6      	MOVWF      _segundos
0x0257	0x0871      	MOVF       R0+1, 0
0x0258	0x1803      	BTFSC      STATUS, 0
0x0259	0x3E01      	ADDLW      1
0x025A	0x0751      	ADDWF      _valor+1, 0
0x025B	0x00D7      	MOVWF      _segundos+1
;ProyectoIntegrador.c,157 :: 		break;
0x025C	0x2A76      	GOTO       L_procesarValor11
;ProyectoIntegrador.c,158 :: 		}
L_procesarValor10:
0x025D	0x3000      	MOVLW      0
0x025E	0x1703      	BSF        STATUS, 6
0x025F	0x0625      	XORWF      FARG_procesarValor_opc+1, 0
0x0260	0x1D03      	BTFSS      STATUS, 2
0x0261	0x2A64      	GOTO       L__procesarValor122
0x0262	0x3001      	MOVLW      1
0x0263	0x0624      	XORWF      FARG_procesarValor_opc, 0
L__procesarValor122:
0x0264	0x1903      	BTFSC      STATUS, 2
0x0265	0x29C1      	GOTO       L_procesarValor12
0x0266	0x3000      	MOVLW      0
0x0267	0x0625      	XORWF      FARG_procesarValor_opc+1, 0
0x0268	0x1D03      	BTFSS      STATUS, 2
0x0269	0x2A6C      	GOTO       L__procesarValor123
0x026A	0x3002      	MOVLW      2
0x026B	0x0624      	XORWF      FARG_procesarValor_opc, 0
L__procesarValor123:
0x026C	0x1903      	BTFSC      STATUS, 2
0x026D	0x29F5      	GOTO       L_procesarValor14
0x026E	0x3000      	MOVLW      0
0x026F	0x0625      	XORWF      FARG_procesarValor_opc+1, 0
0x0270	0x1D03      	BTFSS      STATUS, 2
0x0271	0x2A74      	GOTO       L__procesarValor124
0x0272	0x3003      	MOVLW      3
0x0273	0x0624      	XORWF      FARG_procesarValor_opc, 0
L__procesarValor124:
0x0274	0x1903      	BTFSC      STATUS, 2
0x0275	0x2A29      	GOTO       L_procesarValor16
L_procesarValor11:
;ProyectoIntegrador.c,159 :: 		Delay_ms(200);
0x0276	0x3003      	MOVLW      3
0x0277	0x00FB      	MOVWF      R11
0x0278	0x3008      	MOVLW      8
0x0279	0x00FC      	MOVWF      R12
0x027A	0x3077      	MOVLW      119
0x027B	0x00FD      	MOVWF      R13
L_procesarValor18:
0x027C	0x0BFD      	DECFSZ     R13, 1
0x027D	0x2A7C      	GOTO       L_procesarValor18
0x027E	0x0BFC      	DECFSZ     R12, 1
0x027F	0x2A7C      	GOTO       L_procesarValor18
0x0280	0x0BFB      	DECFSZ     R11, 1
0x0281	0x2A7C      	GOTO       L_procesarValor18
;ProyectoIntegrador.c,160 :: 		}
L_end_procesarValor:
0x0282	0x0008      	RETURN
; end of _procesarValor
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0283	0x2A95      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x0284	0x3080      	MOVLW      128
0x0285	0x1283      	BCF        STATUS, 5
0x0286	0x1703      	BSF        STATUS, 6
0x0287	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x0288	0x2AA8      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x0289	0x30C0      	MOVLW      192
0x028A	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x028B	0x2AA8      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x028C	0x3094      	MOVLW      148
0x028D	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x028E	0x2AA8      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x028F	0x30D4      	MOVLW      212
0x0290	0x00A4      	MOVWF      FARG_Lcd_Out_row
0x0291	0x2AA8      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x0292	0x3080      	MOVLW      128
0x0293	0x00A4      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,193 :: 		
0x0294	0x2AA8      	GOTO       L_Lcd_Out12
L_Lcd_Out11:
0x0295	0x1283      	BCF        STATUS, 5
0x0296	0x1703      	BSF        STATUS, 6
0x0297	0x0824      	MOVF       FARG_Lcd_Out_row, 0
0x0298	0x3A01      	XORLW      1
0x0299	0x1903      	BTFSC      STATUS, 2
0x029A	0x2A84      	GOTO       L_Lcd_Out13
0x029B	0x0824      	MOVF       FARG_Lcd_Out_row, 0
0x029C	0x3A02      	XORLW      2
0x029D	0x1903      	BTFSC      STATUS, 2
0x029E	0x2A89      	GOTO       L_Lcd_Out14
0x029F	0x0824      	MOVF       FARG_Lcd_Out_row, 0
0x02A0	0x3A03      	XORLW      3
0x02A1	0x1903      	BTFSC      STATUS, 2
0x02A2	0x2A8C      	GOTO       L_Lcd_Out15
0x02A3	0x0824      	MOVF       FARG_Lcd_Out_row, 0
0x02A4	0x3A04      	XORLW      4
0x02A5	0x1903      	BTFSC      STATUS, 2
0x02A6	0x2A8F      	GOTO       L_Lcd_Out16
0x02A7	0x2A92      	GOTO       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x02A8	0x0325      	DECF       FARG_Lcd_Out_column, 0
0x02A9	0x00F0      	MOVWF      R0
0x02AA	0x0824      	MOVF       FARG_Lcd_Out_row, 0
0x02AB	0x07F0      	ADDWF      R0, 1
0x02AC	0x0870      	MOVF       R0, 0
0x02AD	0x00A4      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,196 :: 		
0x02AE	0x0870      	MOVF       R0, 0
0x02AF	0x00AB      	MOVWF      FARG_Lcd_Cmd_out_char
0x02B0	0x20A5      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,197 :: 		
0x02B1	0x1683      	BSF        STATUS, 5
0x02B2	0x106F      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,198 :: 		
0x02B3	0x1283      	BCF        STATUS, 5
0x02B4	0x1703      	BSF        STATUS, 6
0x02B5	0x01A7      	CLRF       Lcd_Out_i_L0
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
0x02B6	0x0827      	MOVF       Lcd_Out_i_L0, 0
0x02B7	0x0726      	ADDWF      FARG_Lcd_Out_text, 0
0x02B8	0x0084      	MOVWF      FSR
0x02B9	0x0800      	MOVF       INDF, 0
0x02BA	0x1903      	BTFSC      STATUS, 2
0x02BB	0x2AC6      	GOTO       L_Lcd_Out19
;__Lib_Lcd.c,200 :: 		
0x02BC	0x0827      	MOVF       Lcd_Out_i_L0, 0
0x02BD	0x0726      	ADDWF      FARG_Lcd_Out_text, 0
0x02BE	0x0084      	MOVWF      FSR
0x02BF	0x0800      	MOVF       INDF, 0
0x02C0	0x00A8      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x02C1	0x20EF      	CALL       _Lcd_Chr_CP
0x02C2	0x1283      	BCF        STATUS, 5
0x02C3	0x1703      	BSF        STATUS, 6
0x02C4	0x0AA7      	INCF       Lcd_Out_i_L0, 1
0x02C5	0x2AB6      	GOTO       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x02C6	0x1683      	BSF        STATUS, 5
0x02C7	0x1303      	BCF        STATUS, 6
0x02C8	0x146F      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x02C9	0x0008      	RETURN
; end of _Lcd_Out
_EEPROM_Read:
;__Lib_EEPROM.c,4 :: 		
;__Lib_EEPROM.c,5 :: 		
0x02CA	0x1283      	BCF        STATUS, 5
0x02CB	0x1703      	BSF        STATUS, 6
0x02CC	0x0824      	MOVF       FARG_EEPROM_Read_Address, 0
0x02CD	0x008D      	MOVWF      EEADR
;__Lib_EEPROM.c,6 :: 		
0x02CE	0x1683      	BSF        STATUS, 5
0x02CF	0x138C      	BCF        EECON1, 7
;__Lib_EEPROM.c,12 :: 		
0x02D0	0x140C      	BSF        EECON1, 0
;__Lib_EEPROM.c,13 :: 		
0x02D1	0x1283      	BCF        STATUS, 5
0x02D2	0x080C      	MOVF       EEDATA, 0
0x02D3	0x00F0      	MOVWF      R0
;__Lib_EEPROM.c,14 :: 		
L_end_EEPROM_Read:
0x02D4	0x0008      	RETURN
; end of _EEPROM_Read
_EEPROM_Write:
;__Lib_EEPROM.c,16 :: 		
;__Lib_EEPROM.c,20 :: 		
L_EEPROM_Write0:
0x02D5	0x1683      	BSF        STATUS, 5
0x02D6	0x1703      	BSF        STATUS, 6
0x02D7	0x1C8C      	BTFSS      EECON1, 1
0x02D8	0x2ADB      	GOTO       L_EEPROM_Write1
0x02D9	0x0000      	NOP
0x02DA	0x2AD5      	GOTO       L_EEPROM_Write0
L_EEPROM_Write1:
;__Lib_EEPROM.c,21 :: 		
0x02DB	0x1283      	BCF        STATUS, 5
0x02DC	0x0822      	MOVF       FARG_EEPROM_Write_Address, 0
0x02DD	0x008D      	MOVWF      EEADR
;__Lib_EEPROM.c,22 :: 		
0x02DE	0x0823      	MOVF       FARG_EEPROM_Write_data_, 0
0x02DF	0x008C      	MOVWF      EEDATA
;__Lib_EEPROM.c,23 :: 		
0x02E0	0x1683      	BSF        STATUS, 5
0x02E1	0x138C      	BCF        EECON1, 7
;__Lib_EEPROM.c,24 :: 		
0x02E2	0x150C      	BSF        EECON1, 2
;__Lib_EEPROM.c,26 :: 		
0x02E3	0x080B      	MOVF       INTCON, 0
0x02E4	0x00F0      	MOVWF      R0
;__Lib_EEPROM.c,29 :: 		
0x02E5	0x138B      	BCF        INTCON, 7
;__Lib_EEPROM.c,30 :: 		
0x02E6	0x3055      	MOVLW      85
0x02E7	0x008D      	MOVWF      EECON2
;__Lib_EEPROM.c,31 :: 		
0x02E8	0x30AA      	MOVLW      170
0x02E9	0x008D      	MOVWF      EECON2
;__Lib_EEPROM.c,32 :: 		
0x02EA	0x148C      	BSF        EECON1, 1
;__Lib_EEPROM.c,36 :: 		
0x02EB	0x1BF0      	BTFSC      R0, 7
0x02EC	0x2AEF      	GOTO       L__EEPROM_Write4
0x02ED	0x138B      	BCF        INTCON, 7
0x02EE	0x2AF0      	GOTO       L__EEPROM_Write5
L__EEPROM_Write4:
0x02EF	0x178B      	BSF        INTCON, 7
L__EEPROM_Write5:
;__Lib_EEPROM.c,37 :: 		
0x02F0	0x110C      	BCF        EECON1, 2
;__Lib_EEPROM.c,38 :: 		
L_end_EEPROM_Write:
0x02F1	0x0008      	RETURN
; end of _EEPROM_Write
_initTMR0:
;ProyectoIntegrador.c,76 :: 		void initTMR0(){//Arranca el TMR0
;ProyectoIntegrador.c,77 :: 		OPTION_REG         = 0x82;
0x02F2	0x3082      	MOVLW      130
0x02F3	0x1683      	BSF        STATUS, 5
0x02F4	0x1303      	BCF        STATUS, 6
0x02F5	0x0081      	MOVWF      OPTION_REG
;ProyectoIntegrador.c,78 :: 		TMR0                 = 6;
0x02F6	0x3006      	MOVLW      6
0x02F7	0x1283      	BCF        STATUS, 5
0x02F8	0x0081      	MOVWF      TMR0
;ProyectoIntegrador.c,79 :: 		INTCON         = 0xA0;
0x02F9	0x30A0      	MOVLW      160
0x02FA	0x008B      	MOVWF      INTCON
;ProyectoIntegrador.c,80 :: 		}
L_end_initTMR0:
0x02FB	0x0008      	RETURN
; end of _initTMR0
_resetAll:
;ProyectoIntegrador.c,55 :: 		void resetAll(){       //Se resetean todas las variables
;ProyectoIntegrador.c,56 :: 		cntUser = 0;
0x02FC	0x1283      	BCF        STATUS, 5
0x02FD	0x1303      	BCF        STATUS, 6
0x02FE	0x01E4      	CLRF       _cntUser
0x02FF	0x01E5      	CLRF       _cntUser+1
0x0300	0x01E6      	CLRF       _cntUser+2
0x0301	0x01E7      	CLRF       _cntUser+3
;ProyectoIntegrador.c,57 :: 		banderaUp = 0;
0x0302	0x1683      	BSF        STATUS, 5
0x0303	0x01C0      	CLRF       _banderaUp
0x0304	0x01C1      	CLRF       _banderaUp+1
;ProyectoIntegrador.c,58 :: 		banderaOk = 0;
0x0305	0x01CB      	CLRF       _banderaOk
0x0306	0x01CC      	CLRF       _banderaOk+1
;ProyectoIntegrador.c,59 :: 		banderaDown = 0;
0x0307	0x1283      	BCF        STATUS, 5
0x0308	0x01EA      	CLRF       _banderaDown
0x0309	0x01EB      	CLRF       _banderaDown+1
;ProyectoIntegrador.c,60 :: 		opcion = 0;
0x030A	0x01EE      	CLRF       _opcion
0x030B	0x01EF      	CLRF       _opcion+1
;ProyectoIntegrador.c,61 :: 		i = 0;
0x030C	0x1683      	BSF        STATUS, 5
0x030D	0x01D7      	CLRF       _i
0x030E	0x01D8      	CLRF       _i+1
;ProyectoIntegrador.c,62 :: 		tope = 0;
0x030F	0x1283      	BCF        STATUS, 5
0x0310	0x01E8      	CLRF       _tope
0x0311	0x01E9      	CLRF       _tope+1
;ProyectoIntegrador.c,63 :: 		valor = 0;
0x0312	0x01D0      	CLRF       _valor
0x0313	0x01D1      	CLRF       _valor+1
;ProyectoIntegrador.c,64 :: 		cnt =0;
0x0314	0x1683      	BSF        STATUS, 5
0x0315	0x01CD      	CLRF       _cnt
0x0316	0x01CE      	CLRF       _cnt+1
0x0317	0x01CF      	CLRF       _cnt+2
0x0318	0x01D0      	CLRF       _cnt+3
;ProyectoIntegrador.c,65 :: 		tiempo = 0;
0x0319	0x01D1      	CLRF       _tiempo
0x031A	0x01D2      	CLRF       _tiempo+1
0x031B	0x01D3      	CLRF       _tiempo+2
0x031C	0x01D4      	CLRF       _tiempo+3
;ProyectoIntegrador.c,66 :: 		j = 0;
0x031D	0x01D5      	CLRF       _j
0x031E	0x01D6      	CLRF       _j+1
;ProyectoIntegrador.c,67 :: 		}
L_end_resetAll:
0x031F	0x0008      	RETURN
; end of _resetAll
_ADC_Init:
;__Lib_ADC_88X.c,20 :: 		
;__Lib_ADC_88X.c,21 :: 		
0x0320	0x30FF      	MOVLW      _ADC_Get_Sample
0x0321	0x1283      	BCF        STATUS, 5
0x0322	0x1703      	BSF        STATUS, 6
0x0323	0x009B      	MOVWF      _ADC_Get_Sample_Ptr
0x0324	0x30FF      	MOVLW      hi_addr(_ADC_Get_Sample)
0x0325	0x009C      	MOVWF      _ADC_Get_Sample_Ptr+1
0x0326	0x30FF      	MOVLW      FARG_ADC_Get_Sample_channel
0x0327	0x009D      	MOVWF      _ADC_Get_Sample_Ptr+2
0x0328	0x30FF      	MOVLW      hi_addr(FARG_ADC_Get_Sample_channel)
;__Lib_ADC_88X.c,23 :: 		
0x0329	0x30C3      	MOVLW      195
0x032A	0x1303      	BCF        STATUS, 6
0x032B	0x059F      	ANDWF      ADCON0, 1
;__Lib_ADC_88X.c,27 :: 		
0x032C	0x30C0      	MOVLW      192
0x032D	0x009F      	MOVWF      ADCON0
;__Lib_ADC_88X.c,28 :: 		
0x032E	0x1683      	BSF        STATUS, 5
0x032F	0x0959      	COMF       _vref_mask, 0
0x0330	0x00F0      	MOVWF      R0
0x0331	0x0870      	MOVF       R0, 0
0x0332	0x059F      	ANDWF      ADCON1, 1
;__Lib_ADC_88X.c,29 :: 		
